setName,cardNumber,cardName,t,price,price_lag1,log_price,log_return,roll_mean_3,roll_std_3,momentum_since_start,target_next_log_return
Ascended Heroes,220,Dustox,11,3.97,3.95,1.3787660946990992,0.005050515786068521,4.096666666666667,0.23692474191889054,-0.348111658456486,-0.1491255436245853
Ascended Heroes,220,Dustox,12,3.42,3.97,1.2296405510745139,-0.1491255436245853,3.78,0.3119294792096436,-0.43842364532019706,
Ascended Heroes,221,Budew,6,24.91,,3.215269329274089,,24.91,,0.0,-0.35707646974215956
Ascended Heroes,221,Budew,7,17.43,24.91,2.8581928595319295,-0.35707646974215956,21.17,5.289158723275377,-0.3002810116419109,-0.21485897314941038
Ascended Heroes,221,Budew,8,14.06,17.43,2.643333886382519,-0.21485897314941038,18.8,5.553224288645292,-0.4355680449618627,-0.1837450445788087
Ascended Heroes,221,Budew,9,11.7,14.06,2.4595888418037104,-0.1837450445788087,14.396666666666667,2.87979744658081,-0.530309112806102,-0.11203038316693359
Ascended Heroes,221,Budew,10,10.46,11.7,2.347558458636777,-0.11203038316693359,12.073333333333332,1.8288065325051057,-0.5800883179446006,-0.35558294273821667
Ascended Heroes,221,Budew,11,7.33,10.46,1.9919755158985601,-0.35558294273821667,9.83,2.252087920131007,-0.7057406663990364,0.030895674292881425
Ascended Heroes,221,Budew,12,7.56,7.33,2.0228711901914416,0.030895674292881425,8.45,1.7445056606385663,-0.6965074267362505,
Ascended Heroes,222,Ethan's Magcargo,6,14.63,,2.683074215032033,,14.63,,0.0,-0.49253862584661023
Ascended Heroes,222,Ethan's Magcargo,7,8.94,14.63,2.190535589185423,-0.49253862584661023,11.785,4.0234375849514565,-0.3889268626110732,-0.0011191942970150137
Ascended Heroes,222,Ethan's Magcargo,8,8.93,8.94,2.189416394888408,-0.0011191942970150137,10.833333333333334,3.288013584724573,-0.3896103896103897,-0.08894748601649649
Ascended Heroes,222,Ethan's Magcargo,9,8.17,8.93,2.1004689088719113,-0.08894748601649649,8.68,0.4417012565071596,-0.4415584415584416,-0.056654544835226694
Ascended Heroes,222,Ethan's Magcargo,10,7.72,8.17,2.0438143640366846,-0.056654544835226694,8.273333333333333,0.6115826463637907,-0.4723171565276829,-0.12395489218131384
Ascended Heroes,222,Ethan's Magcargo,11,6.82,7.72,1.9198594718553708,-0.12395489218131384,7.57,0.6873863542433793,-0.5338345864661654,-0.1517098682664495
Ascended Heroes,222,Ethan's Magcargo,12,5.86,6.82,1.7681496035889213,-0.1517098682664495,6.8,0.9301612763386816,-0.5994531784005468,
Ascended Heroes,223,Numel,6,9.45,,2.2460147415056513,,9.45,,0.0,-0.47786513791673
Ascended Heroes,223,Numel,7,5.86,9.45,1.7681496035889213,-0.47786513791673,7.654999999999999,2.5385133444597043,-0.37989417989417984,-0.005132603226520205
Ascended Heroes,223,Numel,8,5.83,5.86,1.763017000362401,-0.005132603226520205,7.046666666666667,2.0814017712429598,-0.383068783068783,0.0932809900032252
Ascended Heroes,223,Numel,9,6.4,5.83,1.8562979903656263,0.0932809900032252,6.03,0.3207802986469027,-0.3227513227513227,-0.0645385211375713
Ascended Heroes,223,Numel,10,6.0,6.4,1.791759469228055,-0.0645385211375713,6.076666666666667,0.2926317367158415,-0.36507936507936506,-0.03045920748470854
Ascended Heroes,223,Numel,11,5.82,6.0,1.7613002617433464,-0.03045920748470854,6.073333333333333,0.29687258770949093,-0.38412698412698404,-0.05292240145434257
Ascended Heroes,223,Numel,12,5.52,5.82,1.7083778602890038,-0.05292240145434257,5.78,0.24248711305963072,-0.4158730158730159,
Ascended Heroes,224,Salazzle,6,7.1,,1.9600947840472698,,7.1,,0.0,-0.485331774939771
Ascended Heroes,224,Salazzle,7,4.37,7.1,1.4747630091074988,-0.485331774939771,5.734999999999999,1.9304015126392742,-0.38450704225352106,-0.12409582563075938
Ascended Heroes,224,Salazzle,8,3.86,4.37,1.3506671834767394,-0.12409582563075938,5.11,1.742153839360921,-0.4563380281690141,-0.15070240054834239
Ascended Heroes,224,Salazzle,9,3.32,3.86,1.199964782928397,-0.15070240054834239,3.85,0.5250714237130005,-0.532394366197183,0.06698282055892735
Ascended Heroes,224,Salazzle,10,3.55,3.32,1.2669476034873244,0.06698282055892735,3.5766666666666667,0.270985854489363,-0.5,-0.06397529949497183
Ascended Heroes,224,Salazzle,11,3.33,3.55,1.2029723039923526,-0.06397529949497183,3.4,0.1299999999999876,-0.5309859154929577,-0.3109742646872421
Ascended Heroes,224,Salazzle,12,2.44,3.33,0.8919980393051105,-0.3109742646872421,3.106666666666667,0.5877357682950137,-0.6563380281690141,
Ascended Heroes,225,Scorbunny,6,16.85,,2.8243506567983707,,16.85,,0.0,-0.4559778232663221
Ascended Heroes,225,Scorbunny,7,10.68,16.85,2.3683728335320486,-0.4559778232663221,13.765,4.362848839920999,-0.3661721068249259,0.1264841471091196
Ascended Heroes,225,Scorbunny,8,12.12,10.68,2.4948569806411682,0.1264841471091196,13.216666666666667,3.2278837236389633,-0.2807121661721069,0.05380663494958293
Ascended Heroes,225,Scorbunny,9,12.79,12.12,2.548663615590751,0.05380663494958293,11.863333333333332,1.0781620162727548,-0.24094955489614256,-0.03419816356120631
Ascended Heroes,225,Scorbunny,10,12.36,12.79,2.514465452029545,-0.03419816356120631,12.423333333333332,0.3394603560555109,-0.2664688427299704,-0.07298836016888055
Ascended Heroes,225,Scorbunny,11,11.49,12.36,2.4414770918606643,-0.07298836016888055,12.213333333333333,0.6622939931279264,-0.3181008902077152,-0.19546235035501303
Ascended Heroes,225,Scorbunny,12,9.45,11.49,2.2460147415056513,-0.19546235035501303,11.1,1.4936867141405532,-0.43916913946587544,
Ascended Heroes,226,Psyduck,6,86.09,,4.455393260669863,,86.09,,0.0,-0.08569227568661919
Ascended Heroes,226,Psyduck,7,79.02,86.09,4.369700984983244,-0.08569227568661919,82.555,4.999244942988901,-0.08212335927517722,0.0858084264504404
Ascended Heroes,226,Psyduck,8,86.1,79.02,4.455509411433685,0.0858084264504404,83.73666666666666,4.084756214675897,0.00011615750958288889,0.14001439750260136
Ascended Heroes,226,Psyduck,9,99.04,86.1,4.595523808936286,0.14001439750260136,88.05333333333333,10.151932492552014,0.15042397490997797,0.0468458180409117
Ascended Heroes,226,Psyduck,10,103.79,99.04,4.642369626977198,0.0468458180409117,96.31,9.15552838453356,0.20559879196190037,-0.2787615778273338
Ascended Heroes,226,Psyduck,11,78.54,103.79,4.363608049149864,-0.2787615778273338,93.79,13.41873690031963,-0.08769891973516084,-0.10022419460675458
Ascended Heroes,226,Psyduck,12,71.05,78.54,4.263383854543109,-0.10022419460675458,84.46,17.154057828980292,-0.17470089441282385,
Ascended Heroes,227,Snorunt,6,13.53,,2.604909442182697,,13.53,,0.0,-0.29733680767761195
Ascended Heroes,227,Snorunt,7,10.05,13.53,2.307572634505085,-0.29733680767761195,11.79,2.460731598529184,-0.2572062084257205,-0.09491224903902618
Ascended Heroes,227,Snorunt,8,9.14,10.05,2.2126603854660587,-0.09491224903902618,10.906666666666666,2.316987987308809,-0.32446415373244636,-0.14579762599308266
Ascended Heroes,227,Snorunt,9,7.9,9.14,2.066862759472976,-0.14579762599308266,9.03,1.0792126759818899,-0.4161123429416112,-0.23588257709163973
Ascended Heroes,227,Snorunt,10,6.24,7.9,1.8309801823813363,-0.23588257709163973,7.760000000000001,1.455060136214304,-0.5388026607538803,-0.3027523253727791
Ascended Heroes,227,Snorunt,11,4.61,6.24,1.5282278570085572,-0.3027523253727791,6.25,1.645022796194626,-0.6592756836659275,0.10101268272172281
Ascended Heroes,227,Snorunt,12,5.1,4.61,1.62924053973028,0.10101268272172281,5.316666666666666,0.8363213098644076,-0.623059866962306,
Ascended Heroes,228,Weavile,6,13.34,,2.590767040487478,,13.34,,0.0,-0.5277089780581661
Ascended Heroes,228,Weavile,7,7.87,13.34,2.063058062429312,-0.5277089780581661,10.605,3.867874093090415,-0.41004497751124436,-0.058879005250022765
Ascended Heroes,228,Weavile,8,7.42,7.87,2.004179057179289,-0.058879005250022765,9.543333333333333,3.295699217667373,-0.44377811094452774,0.012056408596754498
Ascended Heroes,228,Weavile,9,7.51,7.42,2.0162354657760435,0.012056408596754498,7.6000000000000005,0.2381176179958116,-0.4370314842578711,-0.013405026468047865
Ascended Heroes,228,Weavile,10,7.41,7.51,2.0028304393079956,-0.013405026468047865,7.446666666666666,0.05507570547285302,-0.444527736131934,-0.08443831914657474
Ascended Heroes,228,Weavile,11,6.81,7.41,1.918392120161421,-0.08443831914657474,7.243333333333333,0.3785938897200167,-0.48950524737631185,-0.21911350372753113
Ascended Heroes,228,Weavile,12,5.47,6.81,1.6992786164338898,-0.21911350372753113,6.563333333333333,0.9932438438436609,-0.5899550224887556,
Ascended Heroes,229,Heliolisk,6,5.74,,1.747459210331475,,5.74,,0.0,-0.8113658511611402
Ascended Heroes,229,Heliolisk,7,2.55,5.74,0.9360933591703348,-0.8113658511611402,4.145,2.2556706319850868,-0.5557491289198607,0.1757641562477955
Ascended Heroes,229,Heliolisk,8,3.04,2.55,1.1118575154181303,0.1757641562477955,3.776666666666667,1.7178571923571917,-0.47038327526132406,-0.14107859825990543
Ascended Heroes,229,Heliolisk,9,2.64,3.04,0.9707789171582248,-0.14107859825990543,2.7433333333333336,0.2608320021265253,-0.5400696864111498,0.04445176257083361
Ascended Heroes,229,Heliolisk,10,2.76,2.64,1.0152306797290584,0.04445176257083361,2.813333333333333,0.20526405757787136,-0.5191637630662022,-0.10697211955216768
Ascended Heroes,229,Heliolisk,11,2.48,2.76,0.9082585601768908,-0.10697211955216768,2.6266666666666665,0.14047538337136306,-0.5679442508710801,-0.053843232020823195
Ascended Heroes,229,Heliolisk,12,2.35,2.48,0.8544153281560676,-0.053843232020823195,2.53,0.20952326839756463,-0.5905923344947736,
Ascended Heroes,230,Vikavolt,6,4.31,,1.4609379041156563,,4.31,,0.0,-0.21678331015688834
Ascended Heroes,230,Vikavolt,7,3.47,4.31,1.244154593958768,-0.21678331015688834,3.8899999999999997,0.5939696961966994,-0.19489559164733167,0.04507805431799139
Ascended Heroes,230,Vikavolt,8,3.63,3.47,1.2892326482767593,0.04507805431799139,3.8033333333333332,0.4460194315647391,-0.15777262180974472,-0.3222488020870862
Ascended Heroes,230,Vikavolt,9,2.63,3.63,0.9669838461896731,-0.3222488020870862,3.2433333333333336,0.5371529887595647,-0.38979118329466356,0.0977268908027551
Ascended Heroes,230,Vikavolt,10,2.9,2.63,1.0647107369924282,0.0977268908027551,3.0533333333333332,0.51733290377989,-0.32714617169373544,-0.06776210210081868
Ascended Heroes,230,Vikavolt,11,2.71,2.9,0.9969486348916096,-0.06776210210081868,2.7466666666666666,0.13868429375143004,-0.37122969837587,-0.05304273598448117
Ascended Heroes,230,Vikavolt,12,2.57,2.71,0.9439058989071284,-0.05304273598448117,2.7266666666666666,0.1656301099840634,-0.40371229698375866,
Ascended Heroes,231,Iono's Wattrel,6,19.37,,2.9637254774189046,,19.37,,0.0,-0.46147018929629136
Ascended Heroes,231,Iono's Wattrel,7,12.21,19.37,2.502255288122613,-0.46147018929629136,15.790000000000001,5.06288455329568,-0.3696437790397522,0.004086642385451977
Ascended Heroes,231,Iono's Wattrel,8,12.26,12.21,2.506341930508065,0.004086642385451977,14.613333333333335,4.119470030639055,-0.36706246773360873,-0.0701004527013458
Ascended Heroes,231,Iono's Wattrel,9,11.43,12.26,2.4362414778067194,-0.0701004527013458,11.966666666666667,0.4654388610046715,-0.4099122354155912,-0.06880541249305727
Ascended Heroes,231,Iono's Wattrel,10,10.67,11.43,2.367436065313662,-0.06880541249305727,11.453333333333333,0.7952567719506229,-0.44914816726897266,-0.03044954560228419
Ascended Heroes,231,Iono's Wattrel,11,10.35,10.67,2.336986519711378,-0.03044954560228419,10.816666666666668,0.5547371750057191,-0.46566855962829123,-0.19339715820779046
Ascended Heroes,231,Iono's Wattrel,12,8.53,10.35,2.1435893615035875,-0.19339715820779046,9.85,1.154296322440643,-0.5596282911719154,
Ascended Heroes,232,Marill,6,21.17,,3.0525850851467737,,21.17,,0.0,-0.24318238978427598
Ascended Heroes,232,Marill,7,16.6,21.17,2.8094026953624978,-0.24318238978427598,18.885,3.231477990022522,-0.2158715162966462,-0.025626783732151992
Ascended Heroes,232,Marill,8,16.18,16.6,2.7837759116303458,-0.025626783732151992,17.983333333333334,2.767712653678726,-0.23571091166745403,0.012895481125392738
Ascended Heroes,232,Marill,9,16.39,16.18,2.7966713927557385,0.012895481125392738,16.39,0.20999999999999958,-0.2257912139820501,0.027085616058442064
Ascended Heroes,232,Marill,10,16.84,16.39,2.8237570088141806,0.027085616058442064,16.47,0.337194306001747,-0.20453471894189898,-0.08809164067899733
Ascended Heroes,232,Marill,11,15.42,16.84,2.7356653681351832,-0.08809164067899733,16.216666666666665,0.7256950691119046,-0.27161076995748706,-0.1862201972096118
Ascended Heroes,232,Marill,12,12.8,15.42,2.5494451709255714,-0.1862201972096118,15.020000000000001,2.04948774087575,-0.39537080774681155,
Ascended Heroes,233,Misdreavus,6,9.99,,2.301584592660462,,9.99,,0.0,-0.3316789380489331
Ascended Heroes,233,Misdreavus,7,7.17,9.99,1.969905654611529,-0.3316789380489331,8.58,1.9940411229460642,-0.2822822822822823,-0.05151353445010809
Ascended Heroes,233,Misdreavus,8,6.81,7.17,1.918392120161421,-0.05151353445010809,7.989999999999999,1.7413787640832197,-0.31831831831831836,-0.013303965626362713
Ascended Heroes,233,Misdreavus,9,6.72,6.81,1.9050881545350582,-0.013303965626362713,6.8999999999999995,0.23811761799581618,-0.3273273273273274,-0.027150989065950926
Ascended Heroes,233,Misdreavus,10,6.54,6.72,1.8779371654691073,-0.027150989065950926,6.69,0.13747727084868133,-0.34534534534534533,-0.031058397019972706
Ascended Heroes,233,Misdreavus,11,6.34,6.54,1.8468787684491346,-0.031058397019972706,6.533333333333334,0.19008769905844877,-0.3653653653653654,-0.23344883474549682
Ascended Heroes,233,Misdreavus,12,5.02,6.34,1.6134299337036377,-0.23344883474549682,5.966666666666666,0.82591363551726,-0.49749749749749755,
Ascended Heroes,234,Banette,6,14.29,,2.659559991941776,,14.29,,0.0,-0.1459039288677899
Ascended Heroes,234,Banette,7,12.35,14.29,2.513656063073986,-0.1459039288677899,13.32,1.3717871555019026,-0.13575927221833448,-0.013860800792235395
Ascended Heroes,234,Banette,8,12.18,12.35,2.4997952622817508,-0.013860800792235395,12.94,1.1722201158485555,-0.14765570328901326,-0.09555651556120504
Ascended Heroes,234,Banette,9,11.07,12.18,2.4042387467205457,-0.09555651556120504,11.866666666666667,0.695149863938227,-0.22533240027991597,0.1428599233239023
Ascended Heroes,234,Banette,10,12.77,11.07,2.547098670044448,0.1428599233239023,12.006666666666666,0.8631531343471655,-0.10636808957312804,-0.14105486868217243
Ascended Heroes,234,Banette,11,11.09,12.77,2.4060438013622756,-0.14105486868217243,11.643333333333333,0.9757731976916229,-0.22393282015395377,0.06543982809358395
Ascended Heroes,234,Banette,12,11.84,11.09,2.4714836294558595,0.06543982809358395,11.899999999999999,0.8416056083463336,-0.17144856543037085,
Ascended Heroes,235,Togekiss,6,14.14,,2.6490076604684267,,14.14,,0.0,-0.5183978322141916
Ascended Heroes,235,Togekiss,7,8.42,14.14,2.130609828254235,-0.5183978322141916,11.280000000000001,4.044650788387053,-0.40452616690240456,-0.08162749405910796
Ascended Heroes,235,Togekiss,8,7.76,8.42,2.048982334195127,-0.08162749405910796,10.106666666666667,3.5085229560790023,-0.45120226308345124,-0.09737416402517618
Ascended Heroes,235,Togekiss,9,7.04,7.76,1.951608170169951,-0.09737416402517618,7.739999999999999,0.6902173570695007,-0.5021216407355021,-0.009992945397518493
Ascended Heroes,235,Togekiss,10,6.97,7.04,1.9416152247724325,-0.009992945397518493,7.256666666666667,0.4373023362998881,-0.5070721357850071,-0.03652707023737434
Ascended Heroes,235,Togekiss,11,6.72,6.97,1.9050881545350582,-0.03652707023737434,6.91,0.16822603841262979,-0.5247524752475248,-0.06931179989022884
Ascended Heroes,235,Togekiss,12,6.27,6.72,1.8357763546448294,-0.06931179989022884,6.653333333333333,0.35472994422989057,-0.5565770862800566,
Ascended Heroes,236,Slurpuff,6,15.43,,2.7363136663750693,,15.43,,0.0,-0.4724694016974542
Ascended Heroes,236,Slurpuff,7,9.62,15.43,2.263844264677615,-0.4724694016974542,12.524999999999999,4.108290398693841,-0.37653920933246926,0.08371419395916169
Ascended Heroes,236,Slurpuff,8,10.46,9.62,2.347558458636777,0.08371419395916169,11.836666666666666,3.1401326935869016,-0.32209980557355794,-0.12077507905901319
Ascended Heroes,236,Slurpuff,9,9.27,10.46,2.2267833795777636,-0.12077507905901319,9.783333333333333,0.6115826463637825,-0.39922229423201555,-0.015217684970886491
Ascended Heroes,236,Slurpuff,10,9.13,9.27,2.211565694606877,-0.015217684970886491,9.620000000000001,0.7308214556237342,-0.408295528191834,-0.09290343977375981
Ascended Heroes,236,Slurpuff,11,8.32,9.13,2.1186622548331173,-0.09290343977375981,8.906666666666666,0.5128677542342939,-0.4607906675307842,0.0
Ascended Heroes,236,Slurpuff,12,8.32,8.32,2.1186622548331173,0.0,8.590000000000002,0.4676537180435925,-0.4607906675307842,
Ascended Heroes,237,Hop's Trevenant,6,8.89,,2.1849270495258133,,8.89,,0.0,-0.45327150436746355
Ascended Heroes,237,Hop's Trevenant,7,5.65,8.89,1.7316555451583497,-0.45327150436746355,7.2700000000000005,2.291025971044414,-0.3644544431946007,-0.02690745291992447
Ascended Heroes,237,Hop's Trevenant,8,5.5,5.65,1.7047480922384253,-0.02690745291992447,6.68,1.9153850787765894,-0.38132733408323966,-0.04652001563489283
Ascended Heroes,237,Hop's Trevenant,9,5.25,5.5,1.6582280766035324,-0.04652001563489283,5.466666666666666,0.20207259421637414,-0.40944881889763785,0.16309019486606702
Ascended Heroes,237,Hop's Trevenant,10,6.18,5.25,1.8213182714695995,0.16309019486606702,5.6433333333333335,0.4812830075260652,-0.30483689538807657,-0.16118724471998092
Ascended Heroes,237,Hop's Trevenant,11,5.26,6.18,1.6601310267496185,-0.16118724471998092,5.563333333333333,0.5340724045795053,-0.40832395950506195,-0.19456348473522
Ascended Heroes,237,Hop's Trevenant,12,4.33,5.26,1.4655675420143985,-0.19456348473522,5.256666666666667,0.925004504493538,-0.5129358830146232,
Ascended Heroes,238,Team Rocket's Mimikyu,6,31.87,,3.461665128429245,,31.87,,0.0,0.006879326692520671
Ascended Heroes,238,Team Rocket's Mimikyu,7,32.09,31.87,3.4685444551217657,0.006879326692520671,31.980000000000004,0.1555634918610409,0.006903043614684732,-0.0452594769956054
Ascended Heroes,238,Team Rocket's Mimikyu,8,30.67,32.09,3.4232849781261603,-0.0452594769956054,31.543333333333337,0.7642861593234143,-0.03765296517100719,-0.037201234274053085
Ascended Heroes,238,Team Rocket's Mimikyu,9,29.55,30.67,3.386083743852107,-0.037201234274053085,30.77,1.2729493312775675,-0.07279573266394729,0.034262456648809
Ascended Heroes,238,Team Rocket's Mimikyu,10,30.58,29.55,3.420346200500916,0.034262456648809,30.266666666666666,0.6222807512155083,-0.04047693755883284,-0.19588599733881473
Ascended Heroes,238,Team Rocket's Mimikyu,11,25.14,30.58,3.2244602031621015,-0.19588599733881473,28.423333333333332,2.8897116349790597,-0.21117037966739882,-0.16857400678836365
Ascended Heroes,238,Team Rocket's Mimikyu,12,21.24,25.14,3.055886196373738,-0.16857400678836365,25.653333333333336,4.691112163797981,-0.33354251647317235,
Ascended Heroes,239,Team Rocket's Dugtrio,6,14.67,,2.6858045921548905,,14.67,,0.0,-0.2565868482274789
Ascended Heroes,239,Team Rocket's Dugtrio,7,11.35,14.67,2.4292177439274116,-0.2565868482274789,13.01,2.3475945135393377,-0.2263122017723245,0.08443831914657451
Ascended Heroes,239,Team Rocket's Dugtrio,8,12.35,11.35,2.513656063073986,0.08443831914657451,12.79,1.7031735084835016,-0.158145875937287,-0.0024321049686122365
Ascended Heroes,239,Team Rocket's Dugtrio,9,12.32,12.35,2.511223958105374,-0.0024321049686122365,12.006666666666666,0.5688878038184078,-0.1601908657123381,0.17458063404951663
Ascended Heroes,239,Team Rocket's Dugtrio,10,14.67,12.32,2.6858045921548905,0.17458063404951663,13.113333333333335,1.3481963259604783,0.0,-0.3952920803951141
Ascended Heroes,239,Team Rocket's Dugtrio,11,9.88,14.67,2.2905125117597764,-0.3952920803951141,12.29,2.395140914434889,-0.3265167007498295,-0.16705408466316607
Ascended Heroes,239,Team Rocket's Dugtrio,12,8.36,9.88,2.1234584270966104,-0.16705408466316607,10.969999999999999,3.2931899428973126,-0.4301295160190866,
Ascended Heroes,240,Hitmontop,6,11.48,,2.4406063908914204,,11.48,,0.0,-0.4111432190178257
Ascended Heroes,240,Hitmontop,7,7.61,11.48,2.0294631718735947,-0.4111432190178257,9.545,2.7365032431919385,-0.33710801393728224,-0.05399422057673697
Ascended Heroes,240,Hitmontop,8,7.21,7.61,1.9754689512968577,-0.05399422057673697,8.766666666666667,2.3583115428910855,-0.3719512195121952,0.09392225452947689
Ascended Heroes,240,Hitmontop,9,7.92,7.21,2.0693912058263346,0.09392225452947689,7.580000000000001,0.35594943461114353,-0.31010452961672474,0.04686430897621774
Ascended Heroes,240,Hitmontop,10,8.3,7.92,2.1162555148025524,0.04686430897621774,7.81,0.5532630477449164,-0.27700348432055744,-0.18618442977698524
Ascended Heroes,240,Hitmontop,11,6.89,8.3,1.9300710850255671,-0.18618442977698524,7.703333333333333,0.7295432360959336,-0.3998257839721255,-0.18261187469409212
Ascended Heroes,240,Hitmontop,12,5.74,6.89,1.747459210331475,-0.18261187469409212,6.976666666666667,1.2821986325578913,-0.5,
Ascended Heroes,241,Medicham,6,10.96,,2.3942522815198695,,10.96,,0.0,-0.6261026779309482
Ascended Heroes,241,Medicham,7,5.86,10.96,1.7681496035889213,-0.6261026779309482,8.41,3.6062445840513924,-0.4653284671532847,0.11588514174830467
Ascended Heroes,241,Medicham,8,6.58,5.86,1.884034745337226,0.11588514174830467,7.800000000000001,2.7602173827436127,-0.3996350364963504,0.007570058860545181
Ascended Heroes,241,Medicham,9,6.63,6.58,1.891604804197771,0.007570058860545181,6.3566666666666665,0.4308518693626945,-0.39507299270073,0.004514680354526623
Ascended Heroes,241,Medicham,10,6.66,6.63,1.8961194845522977,0.004514680354526623,6.623333333333334,0.040414518843224535,-0.3923357664233577,-0.15040395382564942
Ascended Heroes,241,Medicham,11,5.73,6.66,1.7457155307266483,-0.15040395382564942,6.34,0.5284884104689475,-0.4771897810218978,-0.044610429766724025
Ascended Heroes,241,Medicham,12,5.48,5.73,1.7011051009599243,-0.044610429766724025,5.956666666666667,0.621798466814873,-0.5,
Ascended Heroes,242,Carbink,6,11.07,,2.4042387467205457,,11.07,,0.0,-0.5716572829722355
Ascended Heroes,242,Carbink,7,6.25,11.07,1.8325814637483102,-0.5716572829722355,8.66,3.408254685319159,-0.43541102077687444,-0.08338160893905111
Ascended Heroes,242,Carbink,8,5.75,6.25,1.749199854809259,-0.08338160893905111,7.69,2.9378223227417957,-0.48057813911472447,-0.05726072086341505
Ascended Heroes,242,Carbink,9,5.43,5.75,1.691939133945844,-0.05726072086341505,5.81,0.4132795663954371,-0.5094850948509485,0.05377639678080426
Ascended Heroes,242,Carbink,10,5.73,5.43,1.7457155307266483,0.05377639678080426,5.636666666666667,0.17925772879665114,-0.48238482384823844,0.010416760858255492
Ascended Heroes,242,Carbink,11,5.79,5.73,1.7561322915849038,0.010416760858255492,5.6499999999999995,0.19287301521986008,-0.47696476964769646,-0.14270235788126606
Ascended Heroes,242,Carbink,12,5.02,5.79,1.6134299337036377,-0.14270235788126606,5.513333333333333,0.428291178210962,-0.5465221318879856,
Ascended Heroes,243,Mightyena,6,12.27,,2.50715725872282,,12.27,,0.0,-0.13972119340915778
Ascended Heroes,243,Mightyena,7,10.67,12.27,2.367436065313662,-0.13972119340915778,11.469999999999999,1.1313708498984751,-0.13039934800325995,-0.06885899371715531
Ascended Heroes,243,Mightyena,8,9.96,10.67,2.298577071596507,-0.06885899371715531,10.966666666666667,1.183230042440324,-0.1882640586797065,-0.16678029958274276
Ascended Heroes,243,Mightyena,9,8.43,9.96,2.131796772013764,-0.16678029958274276,9.686666666666667,1.144741601119368,-0.31295843520782396,0.03496859783774697
Ascended Heroes,243,Mightyena,10,8.73,8.43,2.166765369851511,0.03496859783774697,9.04,0.8107404023483732,-0.28850855745721266,-0.015003166592049144
Ascended Heroes,243,Mightyena,11,8.6,8.73,2.151762203259462,-0.015003166592049144,8.586666666666666,0.15044378795196497,-0.2991035044824776,-0.25264421571090767
Ascended Heroes,243,Mightyena,12,6.68,8.6,1.8991179875485542,-0.25264421571090767,8.003333333333332,1.1478821077677532,-0.45558272208638956,
